ts,equity,ret,sharpe,sortino,calmar,mdd,score
2025-11-04T14:22:40.682761,9991.768718059835,-0.0009120543141869497,0.0,0.0,0.0,0.0,0.0
2025-11-04T14:31:49.160707,9993.9432326587,-0.0006776009179435549,0.0,0.0,0.0,0.0,0.0
