equity,ret
10000.0,0.0
9999.250128278693,-7.498717213072492e-05
10025.668868541738,0.0026420721478235265
10025.668868541738,0.0
10024.917065207257,-7.498784812642878e-05
10052.100799957258,0.002711616921435178
10078.469533317257,0.0026232062217392826
10072.389364217257,-0.0006032829766364767
10056.169679077257,-0.0016103115709189542
10081.992354697257,0.0025678440642988853
10069.940274827257,-0.0011954065670745084
10081.172587217257,0.0011154298916826733
10076.090573537256,-0.0005041093817246267
10123.729004827257,0.0047278685063743
10124.505196627257,7.667054300153353e-05
10117.601174827256,-0.0006819120209746732
10130.760349317257,0.0013006219816948938
10130.942822477256,1.8011793163408285e-05
10116.354501857257,-0.0014399766019439486
10112.313538407258,-0.0003994485809346582
10118.691928567257,0.0006307547858137585
10115.037699277256,-0.00036113652987934675
10096.120407197257,-0.0018702146885078985
10098.468046957256,0.00023252889875657878
10091.766924417258,-0.0006635781297558152
10110.451358957256,0.0018514532370730308
10130.371572547258,0.001970259574252564
10162.143690227256,0.0031363230314374047
10157.195127067256,-0.00048696055781605185
10171.607783227257,0.0014189602522838296
10160.692075387256,-0.0010731546155368088
10162.851795027256,0.00021255635186823163
10159.236375327257,-0.00035574854114950316
10156.562598837256,-0.00026318675845504735
10150.079354697256,-0.0006383305450942123
10178.336821437257,0.002783965105348951
10189.228017957257,0.001070036953096487
10192.069288467257,0.0002788504197759334
10197.606123307256,0.0005432493327202081
10215.084056207257,0.001713925080912393
10194.663403167257,-0.00199906852725229
10219.940701917256,0.0024794637890788174
10226.979535977256,0.000688735313178368
10220.386671767257,-0.0006446540923257249
10228.198293277257,0.0007643176095850635
10198.264524597256,-0.0029265925260439918
10199.119016447257,8.3787966858484e-05
10184.734275957257,-0.0014103904922380117
10215.966463727256,0.0030665687413886644
10177.094233687256,-0.003805046754804864
10177.273302497257,1.7595278759330313e-05
10182.763157307256,0.0005394229521822336
10180.979958777256,-0.00017511931707070438
10200.421520757256,0.0019095963314650355
10181.338777267256,-0.0018707798938669695
10158.169452037257,-0.0022756658762530524
10122.043170707257,-0.0035563771111097875
10124.627753227256,0.00025534197754462085
10115.756017127256,-0.0008762530649260025
10104.228888027257,-0.0011395222542419647
10104.791967517256,5.572711151335952e-05
10130.893799837257,0.002583114269339548
10120.328740047256,-0.001042855645191909
10119.702339647256,-6.189526210953478e-05
10140.387851117257,0.0020440829953030093
10145.644167517257,0.0005183545715581328
10128.947873377256,-0.0016456613167508127
10070.845831927256,-0.005736236594001465
10063.802912647257,-0.0006993374139111497
10061.398760677257,-0.00023889100282148412
10063.309430821228,0.00018990104551241949
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10063.309430821228,0.0
10062.554812290977,-7.49871138752134e-05
10061.299535490976,-0.00012474732544731637
10069.773784770976,0.0008422619016665855
10076.620697730978,0.0006799470481011483
10124.314430850976,0.004733107908957868
10113.775194690978,-0.0010409826988267978
10099.039262850976,-0.0014570159565873153
10052.863736130977,-0.0045722692543491705
10043.746016130977,-0.0009069773787174773
10057.840739010977,0.001403333264039297
10086.032446530977,0.0028029582344304416
10113.321146370976,0.002705593104589399
10086.431081730976,-0.0026588757788680306
10090.097960130977,0.0003635456754018662
10106.991611010977,0.0016742801652422923
10110.038767170976,0.0003014899267037574
10112.390997570976,0.0002326628467179681
10097.457727170977,-0.0014767299250578736
10072.421174850977,-0.0024794906793845772
10078.151909250977,0.0005689530154189271
10078.669286850976,5.133655502098655e-05
10052.726334210976,-0.002574045432153005
10062.904819650976,0.0010125099501974155
10059.559111170976,-0.0003324793923784597
10080.078363330977,0.002039776488535594
10101.102553410976,0.0020857169282018084
10092.687675330977,-0.000833065305050007
10107.991308930976,0.0015163090439629379
10093.886408130977,-0.0013954207486839287
10136.435768130978,0.0042153595037215386
10097.831483010978,-0.0038084673945620873
10106.211303810976,0.0008298634032561925
10113.156037890976,0.0006871748344883244
10103.662300290976,-0.0009387512231028294
10106.214696450977,0.00025262088974686847
10110.777231810976,0.0004514583844732467
10112.757402690977,0.000195847543131622
10112.215711170977,-5.356516511079157e-05
10118.580869250976,0.0006294523635377303
10084.394366850976,-0.003378586665634953
10094.839739970976,0.001035795779103399
10095.303966210977,4.5986489331184544e-05
10087.883131650977,-0.0007350778723292928
10092.628304130976,0.00047038337162241817
10098.258390210976,0.0005578414175517743
10094.840305410977,-0.00033848260441748934
10090.383507330976,-0.00044149267795856595
10086.081074370977,-0.00042638943870398904
10088.835898050977,0.00027313122507011123
10085.202380610977,-0.0003601522987107808
10107.311084610978,0.002192192398885684
10103.873209410976,-0.00034013746793992716
10085.304159810976,-0.0018378149859110682
10082.646591810977,-0.00026350895896520843
10077.711431490976,-0.0004894707232929729
10069.217957250976,-0.0008427979207124014
10075.118323650977,0.0005859806019743452
10079.427541890976,0.0004277089460957839
10076.373600450977,-0.000302987588065573
10081.657637250977,0.0005243986586367377
10073.432747010977,-0.0008158271720724031
10071.833682690976,-0.00015874075502952945
10076.198879490976,0.0004334063624880091
10072.464148290977,-0.00037064881754167445
10088.001874050977,0.0015425942978051221
10083.093289410977,-0.0004865764996163646
10093.196005890977,0.001001946147876076
